predicted,actual,correct,plate_x,plate_z,release_speed
Cutter,Cutter,True,0.25,0.06,0.53
Cutter,Cutter,True,0.13,-0.2,0.33
Curveball,Curveball,True,-0.36,0.29,-0.75
4-Seam Fastball,4-Seam Fastball,True,-0.25,0.3,0.63
Changeup,Changeup,True,0.29,-0.7,0.05
4-Seam Fastball,Sinker,False,-0.3,-0.14,0.65
Curveball,Curveball,True,0.1,-0.37,-0.31
Curveball,Curveball,True,-0.11,0.51,-0.72
Cutter,Cutter,True,0.31,0.02,0.34
4-Seam Fastball,4-Seam Fastball,True,-0.52,0.4,0.76
Curveball,Curveball,True,-0.24,-0.14,-0.51
Slider,Slider,True,-0.01,-0.35,-0.19
Curveball,Curveball,True,0.29,-0.2,-0.68
Slider,Slider,True,0.14,-0.27,-0.07
4-Seam Fastball,Sinker,False,0.01,-0.18,0.78
4-Seam Fastball,4-Seam Fastball,True,0.13,0.86,0.55
Cutter,Cutter,True,-0.01,0.53,0.25
Changeup,Changeup,True,0.28,-0.37,-0.1
Cutter,Cutter,True,0.27,-0.43,0.15
Cutter,Cutter,True,0.38,-0.31,0.43
Slider,Slider,True,0.15,-0.44,-0.06
Curveball,Curveball,True,-0.76,0.36,-0.8
4-Seam Fastball,4-Seam Fastball,True,-0.41,0.35,0.68
4-Seam Fastball,4-Seam Fastball,True,-0.02,0.2,0.69
Slider,Slider,True,0.44,-0.48,0.13
Slider,Slider,True,0.25,-0.27,0.16
Cutter,Cutter,True,0.05,0.31,0.37
